family,N,q,p,times_mean,times_stderr,evals_mean,evals_stderr,aratio_mean,aratio_stderr
linear,16,,7,53.04445295105688,nan,944.0,nan,0.9999803903055754,nan
linear,17,,7,78.22559563606046,nan,1146.0,nan,0.9755276776476456,nan
linear,18,,7,56.424787909025326,nan,718.0,nan,0.9999993566383281,nan
linear,19,,7,61.18048866488971,nan,756.0,nan,0.9999979396351705,nan
linear,20,,7,80.45777444401756,nan,764.0,nan,0.9999999983000845,nan
linear,5,,10,31.918108701938763,nan,1450.0,nan,0.9999979148099136,nan
linear,6,,10,40.08925694786012,nan,1584.0,nan,0.999999391476995,nan
linear,7,,10,26.177129632793367,nan,1022.0,nan,0.9999994655833684,nan
linear,8,,10,46.192883173935115,nan,1374.0,nan,0.9999999846610617,nan
linear,9,,10,237.88357262010686,nan,5150.0,nan,0.7997913797700443,nan
linear,10,,10,90.59099243418314,nan,1928.0,nan,0.9999993864046935,nan
linear,11,,10,173.41166327497922,nan,3298.0,nan,0.8332193807228535,nan
linear,12,,10,67.31969258608297,nan,1302.0,nan,0.9999997422390857,nan
linear,13,,10,191.16696227295324,nan,3032.0,nan,0.857138729549245,nan
linear,14,,10,102.43026934587397,nan,1676.0,nan,0.9999990149463115,nan
linear,15,,10,227.34743446297944,nan,2868.0,nan,0.9999999948358231,nan
linear,16,,10,138.75348026189022,nan,1890.0,nan,0.9999980431958992,nan
linear,17,,10,422.1863193421159,nan,4304.0,nan,0.9999251240081652,nan
linear,18,,10,137.48797599505633,nan,1380.0,nan,0.9999999072859218,nan
linear,19,,10,138.30452292994596,nan,1316.0,nan,0.9999998023845151,nan
linear,20,,10,223.77087152795866,nan,1624.0,nan,0.9999999890234669,nan
circular,5,,1,0.2954502860084176,nan,20.0,nan,0.7712509435331883,nan
circular,6,,1,0.23320584697648883,nan,20.0,nan,0.6534659776008458,nan
circular,7,,1,0.2471191061194986,nan,20.0,nan,0.719834213964309,nan
circular,8,,1,0.2607036551926285,nan,20.0,nan,0.6534659776008462,nan
circular,9,,1,0.2742740730755031,nan,20.0,nan,0.6941258491798694,nan
circular,10,,1,0.29125500400550663,nan,20.0,nan,0.6534659776008457,nan
circular,11,,1,0.3034746821504086,nan,20.0,nan,0.6787008303092057,nan
circular,12,,1,0.37379727605730295,nan,20.0,nan,0.6534659776008462,nan
circular,13,,1,0.33374891011044383,nan,20.0,nan,0.6684174843954297,nan
circular,14,,1,0.35199508210644126,nan,20.0,nan,0.6534659776008453,nan
circular,15,,1,0.42659683898091316,nan,20.0,nan,0.6610722373141612,nan
circular,16,,1,0.38997093588113785,nan,20.0,nan,0.6534659776008458,nan
circular,17,,1,0.49663973320275545,nan,20.0,nan,0.6555633020032098,nan
circular,18,,1,0.49375993106514215,nan,20.0,nan,0.6534659776008449,nan
circular,19,,1,0.5927097438834608,nan,20.0,nan,0.6512785745391364,nan
